 1.621659176399e-10  5.196102461996e+02 
 1.721659176399e-10  5.194064248674e+02 
 1.821659176399e-10  5.192246386867e+02 
 1.921659176399e-10  5.189823912546e+02 
 2.021659176399e-10  5.184252270006e+02 
 2.121659176399e-10  5.172225219600e+02 
 2.221659176399e-10  5.154929070361e+02 
 2.321659176399e-10  5.136542082189e+02 
 2.421659176399e-10  5.120839905759e+02 
 2.521659176399e-10  5.109487039164e+02 
 2.621659176399e-10  5.103244843815e+02 
 2.721659176399e-10  5.102384968789e+02 
 2.821659176399e-10  5.106616567194e+02 
 2.921659176399e-10  5.115538213144e+02 
 3.021659176399e-10  5.128434856338e+02 
 3.121659176399e-10  5.144085204990e+02 
 3.221659176399e-10  5.161232695450e+02 
 3.321659176399e-10  5.177248382374e+02 
 3.421659176399e-10  5.183970754899e+02 
 3.521659176399e-10  5.182585253070e+02 
 3.621659176399e-10  5.180685026231e+02 
 3.721659176399e-10  5.175879003555e+02 
 3.821659176399e-10  5.165410947288e+02 
 3.921659176399e-10  5.148852316598e+02 
 4.021659176399e-10  5.130489198167e+02 
 4.121659176399e-10  5.113935893471e+02 
 4.221659176399e-10  5.101674318362e+02 
 4.321659176399e-10  5.094184151337e+02 
 4.421659176399e-10  5.092356268334e+02 
 4.521659176399e-10  5.095462401630e+02 
 4.621659176399e-10  5.103547732109e+02 
 4.721659176399e-10  5.115591607753e+02 
 4.821659176399e-10  5.130869774423e+02 
 4.921659176399e-10  5.147772470596e+02 
 5.021659176399e-10  5.164417320766e+02 
 5.121659176399e-10  5.173321210492e+02 
 5.221659176399e-10  5.173497584646e+02 
 5.321659176399e-10  5.171079196785e+02 
 5.421659176399e-10  5.167475588344e+02 
 5.521659176399e-10  5.158320021065e+02 
 5.621659176399e-10  5.142940106626e+02 
 5.721659176399e-10  5.124502741964e+02 
 5.821659176399e-10  5.107360228401e+02 
 5.921659176399e-10  5.093944894920e+02 
 6.021659176399e-10  5.085554879017e+02 
 6.121659176399e-10  5.082314419996e+02 
 6.221659176399e-10  5.084455715300e+02 
 6.321659176399e-10  5.091277847850e+02 
 6.421659176399e-10  5.102779574337e+02 
 6.521659176399e-10  5.117426030067e+02 
 6.621659176399e-10  5.134230878703e+02 
 6.721659176399e-10  5.151174428503e+02 
 6.821659176399e-10  5.162713685017e+02 
 6.921659176399e-10  5.164299747745e+02 
 7.021659176399e-10  5.161478433597e+02 
 7.121659176399e-10  5.158870396977e+02 
 7.221659176399e-10  5.151135774084e+02 
 7.321659176399e-10  5.136908807521e+02 
 7.421659176399e-10  5.118729043657e+02 
 7.521659176399e-10  5.100869212233e+02 
 7.621659176399e-10  5.086452559529e+02 
 7.721659176399e-10  5.076801188980e+02 
 7.821659176399e-10  5.072410363715e+02 
 7.921659176399e-10  5.073371153935e+02 
 8.021659176399e-10  5.079293666351e+02 
 8.121659176399e-10  5.089866584539e+02 
 8.221659176399e-10  5.104036282000e+02 
 8.321659176399e-10  5.120566442467e+02 
 8.421659176399e-10  5.137887411401e+02 
 8.521659176399e-10  5.151935381756e+02 
 8.621659176399e-10  5.155089141280e+02 
 8.719619641974e-10  5.151812976038e+02 
 8.819619641974e-10  5.150173603199e+02 
 8.919619641974e-10  5.143600382463e+02 
 9.019619641974e-10  5.130914079956e+02 
 9.119619641974e-10  5.113142406269e+02 
 9.219619641974e-10  5.094870670197e+02 
 9.319619641974e-10  5.079324930609e+02 
 9.419619641974e-10  5.068510428190e+02 
 9.519619641974e-10  5.062734025265e+02 
 9.619619641974e-10  5.062573676950e+02 
 9.719619641974e-10  5.067336492966e+02 
